Date,Infl. 12 m,Infl. 12 m suav.,Infl. meses 13-24,Infl. meses 13-24 suav.
02/01/2019,3.6500,3.9300,,
03/01/2019,3.6500,3.9400,,
04/01/2019,3.6500,3.9600,,
07/01/2019,3.6600,3.9800,,
08/01/2019,3.6600,3.9900,,
09/01/2019,3.6600,4.0000,,
10/01/2019,3.6600,4.0100,,
11/01/2019,4.0200,4.0500,,
14/01/2019,4.0100,4.0400,,
15/01/2019,4.0100,4.0300,,
16/01/2019,4.0200,4.0500,,
17/01/2019,4.0100,4.0400,,
18/01/2019,4.0100,4.0200,,
21/01/2019,4.0100,4.0300,,
22/01/2019,4.0100,4.0300,,
23/01/2019,4.0000,4.0300,,
24/01/2019,4.0000,4.0300,,
25/01/2019,4.0000,4.0300,,
28/01/2019,4.0000,4.0300,,
29/01/2019,4.0000,4.0300,,
30/01/2019,4.0000,4.0300,,
31/01/2019,4.0000,4.0300,,
01/02/2019,3.9400,3.9900,,
04/02/2019,3.9300,4.0000,,
05/02/2019,3.9300,4.0000,,
06/02/2019,3.9300,4.0000,,
07/02/2019,3.9300,3.9900,,
08/02/2019,3.9900,4.0000,,
11/02/2019,4.0000,4.0100,,
12/02/2019,4.0100,4.0200,,
13/02/2019,4.0100,4.0100,,
14/02/2019,3.9900,4.0100,,
15/02/2019,3.9900,4.0200,,
18/02/2019,3.9900,4.0300,,
19/02/2019,3.9900,4.0300,,
20/02/2019,3.9900,4.0300,,
21/02/2019,3.9800,4.0300,,
22/02/2019,3.9700,4.0100,,
25/02/2019,3.9700,4.0200,,
26/02/2019,3.9700,4.0300,,
27/02/2019,3.9700,4.0300,,
28/02/2019,3.9800,4.0400,,
01/03/2019,3.9900,4.0400,,
06/03/2019,3.9900,4.0500,,
07/03/2019,3.9800,4.0400,,
08/03/2019,3.9700,4.0500,,
11/03/2019,3.9700,4.0600,,
12/03/2019,4.0600,4.0600,,
13/03/2019,4.0600,4.0600,,
14/03/2019,4.0300,4.0300,,
15/03/2019,4.0100,3.9900,,
18/03/2019,4.0100,3.9800,,
19/03/2019,4.0100,3.9700,,
20/03/2019,4.0100,3.9600,,
21/03/2019,4.0100,3.9600,,
22/03/2019,4.0100,3.9600,,
25/03/2019,4.0100,3.9300,,
26/03/2019,4.0100,3.9200,,
27/03/2019,4.0100,3.9100,,
28/03/2019,4.0100,3.9100,,
29/03/2019,4.0000,3.8900,,
01/04/2019,4.0000,3.8600,,
02/04/2019,4.0000,3.8500,,
03/04/2019,3.9800,3.8400,,
04/04/2019,3.9900,3.8400,,
05/04/2019,4.0000,3.8300,,
08/04/2019,4.0000,3.7900,,
09/04/2019,4.0000,3.7800,,
10/04/2019,3.7800,3.7700,,
11/04/2019,3.7800,3.7600,,
12/04/2019,3.7600,3.7400,,
15/04/2019,3.7400,3.7200,,
16/04/2019,3.7400,3.7200,,
17/04/2019,3.7400,3.7200,,
18/04/2019,3.7200,3.6700,,
22/04/2019,3.7200,3.6400,,
23/04/2019,3.7200,3.6200,,
24/04/2019,3.7200,3.6100,,
25/04/2019,3.7200,3.6100,,
26/04/2019,3.7200,3.6000,,
29/04/2019,3.7200,3.6000,,
30/04/2019,3.7200,3.6000,,
02/05/2019,3.7400,3.5800,,
03/05/2019,3.7600,3.5900,,
06/05/2019,3.7700,3.5600,,
07/05/2019,3.7800,3.5600,,
08/05/2019,3.7800,3.5500,,
09/05/2019,3.7800,3.5400,,
10/05/2019,3.5500,3.5500,,
13/05/2019,3.5600,3.5700,,
14/05/2019,3.5600,3.5700,,
15/05/2019,3.5800,3.5800,,
16/05/2019,3.5600,3.5800,,
17/05/2019,3.5700,3.5800,,
20/05/2019,3.5600,3.5700,,
21/05/2019,3.5600,3.5600,,
22/05/2019,3.5600,3.5600,,
23/05/2019,3.5500,3.5600,,
24/05/2019,3.5500,3.5600,,
27/05/2019,3.5500,3.5700,,
28/05/2019,3.5500,3.5800,,
29/05/2019,3.5500,3.5800,,
30/05/2019,3.5500,3.5800,,
31/05/2019,3.5500,3.5800,,
03/06/2019,3.5500,3.5900,,
04/06/2019,3.5500,3.5900,,
05/06/2019,3.5500,3.5800,,
06/06/2019,3.5500,3.6000,,
07/06/2019,3.5900,3.5900,,
10/06/2019,3.5400,3.5700,,
11/06/2019,3.5300,3.5600,,
12/06/2019,3.5600,3.5900,,
13/06/2019,3.5600,3.6000,,
14/06/2019,3.5300,3.5700,,
17/06/2019,3.5200,3.5700,,
18/06/2019,3.5100,3.5600,,
19/06/2019,3.5200,3.6000,,
21/06/2019,3.4700,3.5600,,
24/06/2019,3.4700,3.6300,,
25/06/2019,3.5000,3.6500,,
26/06/2019,3.5000,3.6600,,
27/06/2019,3.5000,3.6700,,
28/06/2019,3.5000,3.6800,,
01/07/2019,3.4800,3.6700,,
02/07/2019,3.4800,3.6700,,
03/07/2019,3.4800,3.6700,,
04/07/2019,3.4800,3.6800,,
05/07/2019,3.4800,3.6800,,
08/07/2019,3.4800,3.7100,,
09/07/2019,3.4800,3.7200,,
10/07/2019,3.7100,3.7100,,
11/07/2019,3.7200,3.7100,,
12/07/2019,3.7100,3.7100,,
15/07/2019,3.7000,3.6900,,
16/07/2019,3.6900,3.6800,,
17/07/2019,3.6800,3.6800,,
18/07/2019,3.7100,3.7100,,
19/07/2019,3.6800,3.6800,,
22/07/2019,3.7100,3.7000,,
23/07/2019,3.6900,3.6900,,
24/07/2019,3.6900,3.6500,,
25/07/2019,3.6900,3.6900,,
26/07/2019,3.6800,3.6800,,
29/07/2019,3.6800,3.6700,,
30/07/2019,3.6900,3.6700,,
31/07/2019,3.6900,3.6700,,
01/08/2019,3.6800,3.6700,,
02/08/2019,3.6800,3.6600,,
05/08/2019,3.6900,3.6600,,
06/08/2019,3.6900,3.6600,,
07/08/2019,3.6900,3.6900,,
08/08/2019,3.6900,3.6800,,
09/08/2019,3.6800,3.6800,,
12/08/2019,3.6700,3.6700,,
13/08/2019,3.6700,3.6700,,
14/08/2019,3.6500,3.6500,,
15/08/2019,3.6400,3.6400,,
16/08/2019,3.6300,3.6300,,
19/08/2019,3.6200,3.6300,,
20/08/2019,3.6200,3.6300,,
21/08/2019,3.6200,3.6200,,
22/08/2019,3.5500,3.5800,,
23/08/2019,3.5400,3.5600,,
26/08/2019,3.5100,3.5400,,
27/08/2019,3.4800,3.5100,,
28/08/2019,3.4800,3.5100,,
29/08/2019,3.4900,3.5300,,
30/08/2019,3.4900,3.5300,,
02/09/2019,3.4600,3.5300,,
03/09/2019,3.4600,3.5300,,
04/09/2019,3.4600,3.5300,,
05/09/2019,3.4600,3.5400,,
06/09/2019,3.5300,3.5300,,
09/09/2019,3.5000,3.5300,,
10/09/2019,3.4800,3.5000,,
11/09/2019,3.4800,3.5000,,
12/09/2019,3.4700,3.5100,,
13/09/2019,3.3800,3.4100,,
16/09/2019,3.3800,3.4300,,
17/09/2019,3.3700,3.4400,,
18/09/2019,3.3700,3.4400,,
19/09/2019,3.3900,3.4500,,
20/09/2019,3.3800,3.4500,,
23/09/2019,3.3800,3.4700,,
24/09/2019,3.3800,3.4900,,
25/09/2019,3.3800,3.4900,,
26/09/2019,3.3800,3.5000,,
27/09/2019,3.3500,3.4900,,
30/09/2019,3.3300,3.4800,,
01/10/2019,3.3300,3.4900,,
02/10/2019,3.3300,3.4900,,
03/10/2019,3.3200,3.5000,,
04/10/2019,3.3100,3.5100,,
07/10/2019,3.3000,3.5200,,
08/10/2019,3.3100,3.5300,,
09/10/2019,3.4600,3.4700,,
10/10/2019,3.4500,3.4600,,
11/10/2019,3.4200,3.4400,,
14/10/2019,3.3900,3.4300,,
15/10/2019,3.3800,3.4300,,
16/10/2019,3.3800,3.4300,,
17/10/2019,3.3800,3.4500,,
18/10/2019,3.4000,3.4900,,
21/10/2019,3.4000,3.5100,,
22/10/2019,3.4000,3.5200,,
23/10/2019,3.4000,3.5200,,
24/10/2019,3.4000,3.5300,,
25/10/2019,3.4000,3.5500,,
28/10/2019,3.4000,3.5800,,
29/10/2019,3.4000,3.5900,,
30/10/2019,3.4000,3.5900,,
31/10/2019,3.4000,3.6000,,
01/11/2019,3.3900,3.5800,,
04/11/2019,3.3900,3.6000,,
05/11/2019,3.3900,3.6100,,
06/11/2019,3.4000,3.6200,,
07/11/2019,3.6100,3.6100,,
08/11/2019,3.6200,3.6100,,
11/11/2019,3.6300,3.6000,,
12/11/2019,3.6300,3.6000,,
13/11/2019,3.6300,3.6000,,
14/11/2019,3.6300,3.6000,,
18/11/2019,3.6500,3.6000,,
19/11/2019,3.6500,3.6000,,
20/11/2019,3.6500,3.6000,,
21/11/2019,3.6700,3.6200,,
22/11/2019,3.7700,3.6800,,
25/11/2019,3.7800,3.6700,,
26/11/2019,3.7800,3.6700,,
27/11/2019,3.7800,3.6600,,
28/11/2019,3.7900,3.6700,,
29/11/2019,3.8100,3.6700,,
02/12/2019,3.8500,3.6900,,
03/12/2019,3.8500,3.7000,,
04/12/2019,3.8800,3.7000,,
05/12/2019,3.9400,3.7600,,
06/12/2019,3.9200,3.9000,,
09/12/2019,3.9200,3.8800,,
10/12/2019,3.9200,3.8700,,
11/12/2019,3.9200,3.8800,,
12/12/2019,3.9300,3.8700,,
13/12/2019,3.9400,3.8900,,
16/12/2019,3.9800,3.8500,,
17/12/2019,3.9900,3.8400,,
18/12/2019,4.0000,3.8600,,
19/12/2019,4.0000,3.8400,,
20/12/2019,4.0600,3.8400,,
23/12/2019,4.0800,3.8200,,
24/12/2019,4.0700,3.8000,,
26/12/2019,4.0700,3.7700,,
27/12/2019,4.1100,3.7700,,
30/12/2019,4.1300,3.7500,,
31/12/2019,4.1400,3.7300,,
02/01/2020,4.1400,3.7000,,
03/01/2020,4.1500,3.6900,,
06/01/2020,4.1800,3.6200,,
07/01/2020,4.1800,3.6200,,
08/01/2020,4.1800,3.6000,,
09/01/2020,4.1800,3.5700,,
10/01/2020,3.5800,3.5800,,
13/01/2020,3.5900,3.5900,,
14/01/2020,3.5900,3.5900,,
15/01/2020,3.5900,3.6000,,
16/01/2020,3.5700,3.5800,,
17/01/2020,3.5600,3.5700,,
20/01/2020,3.5600,3.5800,,
21/01/2020,3.5300,3.5700,,
22/01/2020,3.5300,3.5700,,
23/01/2020,3.5000,3.5400,,
24/01/2020,3.4700,3.5300,,
27/01/2020,3.4600,3.5400,,
28/01/2020,3.4800,3.5400,,
29/01/2020,3.4800,3.5400,,
30/01/2020,3.4700,3.5400,,
31/01/2020,3.4000,3.4400,,
03/02/2020,3.4000,3.4400,,
04/02/2020,3.4000,3.4200,,
05/02/2020,3.4000,3.4200,,
06/02/2020,3.4000,3.4200,,
07/02/2020,3.4100,3.4000,,
10/02/2020,3.4200,3.4100,,
11/02/2020,3.4200,3.4300,,
12/02/2020,3.4300,3.4500,,
13/02/2020,3.4300,3.4600,,
14/02/2020,3.4100,3.4300,,
17/02/2020,3.4100,3.4500,,
18/02/2020,3.4100,3.4500,,
19/02/2020,3.4100,3.4800,,
20/02/2020,3.4100,3.4900,,
21/02/2020,3.4100,3.5200,,
26/02/2020,3.4000,3.5400,,
27/02/2020,3.4100,3.5700,,
28/02/2020,3.4000,3.5600,,
02/03/2020,3.4200,3.6500,,
03/03/2020,3.4200,3.6500,,
04/03/2020,3.4100,3.6400,,
05/03/2020,3.4100,3.6400,,
06/03/2020,3.4100,3.6600,,
09/03/2020,3.4200,3.6600,,
10/03/2020,3.4100,3.6600,,
11/03/2020,3.6500,3.6500,,
12/03/2020,3.6100,3.6400,,
13/03/2020,3.4900,3.4900,,
16/03/2020,3.4700,3.5100,,
17/03/2020,3.4700,3.5200,,
18/03/2020,3.4600,3.5000,,
19/03/2020,3.4500,3.5000,,
20/03/2020,3.4500,3.4900,,
23/03/2020,3.4200,3.4600,,
24/03/2020,3.4000,3.4400,,
25/03/2020,3.3900,3.4400,,
26/03/2020,3.3100,3.4300,,
27/03/2020,3.3000,3.4000,,
30/03/2020,3.1700,3.3100,,
31/03/2020,3.1700,3.3200,,
01/04/2020,3.1700,3.3200,,
02/04/2020,3.1100,3.2600,,
03/04/2020,2.9800,3.1900,,
06/04/2020,2.9400,3.1200,,
07/04/2020,2.9200,3.1300,,
08/04/2020,2.9000,3.0900,,
09/04/2020,3.0900,3.0700,,
13/04/2020,3.0300,3.0900,,
14/04/2020,2.9500,3.0100,,
15/04/2020,2.9100,2.9900,,
16/04/2020,2.8800,2.9600,,
17/04/2020,2.7500,2.8600,,
20/04/2020,2.7400,2.9000,,
22/04/2020,2.7400,2.9300,,
23/04/2020,2.6800,2.9100,,
24/04/2020,2.6800,2.9300,,
27/04/2020,2.6400,2.8700,,
28/04/2020,2.6100,2.8600,,
29/04/2020,2.5200,2.8700,,
30/04/2020,2.4800,2.8400,,
04/05/2020,2.4200,2.8900,,
05/05/2020,2.3900,2.9000,,
06/05/2020,2.3900,2.9100,,
07/05/2020,2.3600,2.9100,,
08/05/2020,2.8400,2.8700,,
11/05/2020,2.8300,2.9200,,
12/05/2020,2.8200,2.9300,,
13/05/2020,2.8200,2.9500,,
14/05/2020,2.8000,2.9500,,
15/05/2020,2.7800,2.9700,,
18/05/2020,2.7300,2.9600,,
19/05/2020,2.7300,2.9800,,
20/05/2020,2.7800,3.0200,,
21/05/2020,2.7300,3.0100,,
22/05/2020,2.7200,3.0000,,
25/05/2020,2.7200,3.0200,,
26/05/2020,2.7200,3.0500,,
27/05/2020,2.6600,3.0600,,
28/05/2020,2.6800,3.1100,,
29/05/2020,2.6600,3.1000,,
01/06/2020,2.6300,3.1500,,
02/06/2020,2.6100,3.1600,,
03/06/2020,2.6000,3.1800,,
04/06/2020,2.6000,3.2000,,
05/06/2020,2.6100,3.1900,,
08/06/2020,2.4900,3.1800,,
09/06/2020,2.4900,3.1700,,
10/06/2020,3.2300,3.2300,,
12/06/2020,3.2400,3.2500,,
15/06/2020,3.2400,3.2500,,
16/06/2020,3.2400,3.2500,,
17/06/2020,3.2300,3.2200,,
18/06/2020,3.2300,3.2100,,
19/06/2020,3.2200,3.2100,,
22/06/2020,3.2200,3.2100,,
23/06/2020,3.2300,3.2100,,
24/06/2020,3.2300,3.2100,,
25/06/2020,3.2300,3.2400,,
26/06/2020,3.1700,3.1800,,
29/06/2020,3.1700,3.1800,,
30/06/2020,3.1700,3.2000,,
01/07/2020,3.1700,3.2000,,
02/07/2020,3.2100,3.2000,,
03/07/2020,3.2100,3.1700,,
06/07/2020,3.2200,3.1600,,
07/07/2020,3.2700,3.1700,,
08/07/2020,3.2700,3.1700,,
09/07/2020,3.3100,3.1800,,
10/07/2020,3.2600,3.2400,,
13/07/2020,3.2900,3.2600,,
14/07/2020,3.2900,3.2300,,
15/07/2020,3.3200,3.2600,,
16/07/2020,3.3300,3.2600,,
17/07/2020,3.3000,3.2100,,
20/07/2020,3.2900,3.1500,,
21/07/2020,3.2900,3.1400,,
22/07/2020,3.2800,3.1300,,
23/07/2020,3.2800,3.1200,,
24/07/2020,3.1500,3.0300,,
27/07/2020,3.1400,3.0200,,
28/07/2020,3.1400,3.0100,,
29/07/2020,3.1600,3.0100,,
30/07/2020,3.1600,3.0000,,
31/07/2020,3.1500,2.9700,,
03/08/2020,3.1200,2.9300,,
04/08/2020,3.1200,2.9200,,
05/08/2020,3.1200,2.9200,,
06/08/2020,3.1200,2.9100,,
07/08/2020,2.9100,2.9000,,
10/08/2020,2.9000,2.8900,,
11/08/2020,2.9000,2.8900,,
12/08/2020,2.9000,2.8900,,
13/08/2020,2.9000,2.9000,,
14/08/2020,2.9500,2.9400,,
17/08/2020,2.9700,2.9600,,
18/08/2020,2.9900,2.9900,,
19/08/2020,2.9900,2.9900,,
20/08/2020,3.0100,2.9900,,
21/08/2020,3.0400,3.0200,,
24/08/2020,2.9900,3.0000,,
25/08/2020,3.0300,3.0100,,
26/08/2020,3.0100,2.9900,,
27/08/2020,3.0300,2.9800,,
28/08/2020,3.0600,3.0000,,
31/08/2020,3.0700,3.0300,,
01/09/2020,3.0700,3.0300,,
02/09/2020,3.0700,3.0200,,
03/09/2020,3.0700,3.0200,,
04/09/2020,3.0700,3.0000,,
08/09/2020,3.1200,3.0300,,
09/09/2020,3.0600,3.0600,,
10/09/2020,3.0800,3.0900,,
11/09/2020,3.1500,3.1400,,
14/09/2020,3.1500,3.1400,,
15/09/2020,3.1500,3.1300,,
16/09/2020,3.1500,3.1500,,
17/09/2020,3.1500,3.1500,,
18/09/2020,3.2200,3.1700,,
21/09/2020,3.2300,3.1700,,
22/09/2020,3.2300,3.1700,,
23/09/2020,3.2500,3.1800,,
24/09/2020,3.2600,3.1900,,
25/09/2020,3.3200,3.2400,,
28/09/2020,3.3400,3.2400,,
29/09/2020,3.3400,3.2300,,
30/09/2020,3.3400,3.2300,,
01/10/2020,3.3400,3.2100,,
02/10/2020,3.3800,3.2400,,
05/10/2020,3.4200,3.2300,,
06/10/2020,3.4300,3.2300,,
07/10/2020,3.4500,3.2300,,
08/10/2020,3.4500,3.2300,,
09/10/2020,3.3000,3.2900,,
13/10/2020,3.3800,3.3300,,
14/10/2020,3.3900,3.3200,,
15/10/2020,3.3900,3.3200,,
16/10/2020,3.4600,3.3700,,
19/10/2020,3.5400,3.3900,,
20/10/2020,3.5600,3.3900,,
21/10/2020,3.5700,3.3900,,
22/10/2020,3.6200,3.4200,,
23/10/2020,3.8100,3.5600,,
26/10/2020,3.8500,3.5600,,
27/10/2020,3.8500,3.5400,,
28/10/2020,3.8500,3.5300,,
29/10/2020,3.8700,3.5300,,
30/10/2020,3.9300,3.5200,,
03/11/2020,3.9300,3.4500,,
04/11/2020,3.9400,3.4400,,
05/11/2020,4.0000,3.4300,,
06/11/2020,3.5300,3.5200,,
09/11/2020,3.5600,3.5300,,
10/11/2020,3.5800,3.5400,,
11/11/2020,3.5800,3.5400,,
12/11/2020,3.5800,3.5300,,
13/11/2020,3.6200,3.5600,,
16/11/2020,3.6700,3.5900,,
17/11/2020,3.6800,3.5900,,
18/11/2020,3.6800,3.5800,,
19/11/2020,3.7400,3.6000,,
20/11/2020,3.9300,3.8000,,
23/11/2020,4.0000,3.8200,,
24/11/2020,4.0100,3.8200,,
25/11/2020,4.0300,3.8100,,
26/11/2020,4.0500,3.8000,,
27/11/2020,4.1000,3.8600,,
30/11/2020,4.1500,3.8400,,
01/12/2020,4.2300,3.8800,,
02/12/2020,4.2900,3.9200,,
03/12/2020,4.3300,3.9200,,
04/12/2020,4.5800,4.0900,,
07/12/2020,4.6100,4.0600,,
08/12/2020,4.0600,4.0400,,
09/12/2020,4.0600,4.0200,,
10/12/2020,4.0600,4.0000,,
11/12/2020,4.0700,3.9900,,
14/12/2020,4.0800,3.9300,,
15/12/2020,4.0800,3.9100,,
16/12/2020,4.0700,3.8900,,
17/12/2020,4.0800,3.8700,,
18/12/2020,4.0900,3.8700,,
21/12/2020,4.0800,3.7900,,
22/12/2020,4.0800,3.7700,,
23/12/2020,4.0800,3.7400,,
24/12/2020,4.0800,3.7200,,
28/12/2020,4.0800,3.6400,,
29/12/2020,4.0800,3.6000,,
30/12/2020,4.0800,3.5800,,
31/12/2020,4.0800,3.5600,,
04/01/2021,4.0700,3.4500,,
05/01/2021,4.0700,3.4300,,
06/01/2021,4.0700,3.4100,,
07/01/2021,4.0700,3.3900,,
08/01/2021,4.0800,3.3900,,
11/01/2021,4.0800,3.3200,,
12/01/2021,3.3400,3.3400,,
13/01/2021,3.4000,3.3800,,
14/01/2021,3.4000,3.4000,,
15/01/2021,3.4300,3.4300,,
18/01/2021,3.4500,3.4500,,
19/01/2021,3.4500,3.4500,,
20/01/2021,3.4500,3.4600,,
21/01/2021,3.4500,3.4800,,
22/01/2021,3.5000,3.4900,,
25/01/2021,3.5000,3.5100,,
26/01/2021,3.5000,3.5200,,
27/01/2021,3.5000,3.5300,,
28/01/2021,3.5000,3.5300,,
29/01/2021,3.5300,3.6000,,
01/02/2021,3.5400,3.6200,,
02/02/2021,3.5700,3.6200,,
03/02/2021,3.6000,3.6300,,
04/02/2021,3.6000,3.6300,,
05/02/2021,3.6000,3.6400,,
08/02/2021,3.6000,3.6600,,
09/02/2021,3.6800,3.6800,,
10/02/2021,3.6900,3.6800,,
11/02/2021,3.7000,3.6800,,
12/02/2021,3.7400,3.7100,,
17/02/2021,3.8200,3.7500,,
18/02/2021,3.8400,3.7300,,
19/02/2021,3.9500,3.8400,,
22/02/2021,4.0000,3.8600,,
23/02/2021,4.0000,3.8500,,
24/02/2021,4.0000,3.8400,,
25/02/2021,4.0100,3.8400,,
26/02/2021,4.0200,3.8400,,
01/03/2021,4.0200,3.8300,,
02/03/2021,4.0300,3.8200,,
03/03/2021,4.0500,3.8300,,
04/03/2021,4.0600,3.8200,,
05/03/2021,4.0700,3.8400,,
08/03/2021,4.1200,3.8500,,
09/03/2021,4.1300,3.8500,,
10/03/2021,4.1500,3.8600,,
11/03/2021,3.9000,3.8900,,
12/03/2021,4.3100,4.2700,,
15/03/2021,4.3300,4.2200,,
16/03/2021,4.3300,4.2100,,
17/03/2021,4.3300,4.1800,,
18/03/2021,4.3400,4.1800,,
19/03/2021,4.3900,4.1700,,
22/03/2021,4.3900,4.1400,,
23/03/2021,4.3900,4.1200,,
24/03/2021,4.3900,4.1000,,
25/03/2021,4.3900,4.0800,,
26/03/2021,4.4300,4.0900,,
29/03/2021,4.4400,4.0400,,
30/03/2021,4.4400,4.0200,,
31/03/2021,4.4448,3.9906,3.4947,3.4883
01/04/2021,4.4448,3.9658,3.4947,3.4875
05/04/2021,4.4560,3.8966,3.5032,3.4847
06/04/2021,4.4564,3.8735,3.4990,3.4795
07/04/2021,4.4764,3.8667,3.4990,3.4794
08/04/2021,4.4867,3.8506,3.4990,3.4794
09/04/2021,3.8872,3.8869,3.4826,3.4316
12/04/2021,3.9077,3.8869,3.4684,3.5098
13/04/2021,3.9025,3.8750,3.4761,3.6358
14/04/2021,3.9074,3.8703,3.4904,3.6397
15/04/2021,3.9080,3.8728,3.5047,3.6373
16/04/2021,3.9283,3.8923,3.5047,3.5911
19/04/2021,3.9908,3.9292,3.5455,3.6017
20/04/2021,3.9908,3.9256,3.5455,3.5934
22/04/2021,4.0114,3.9466,3.5354,3.5934
23/04/2021,4.0633,4.0142,3.5150,3.5247
26/04/2021,4.0632,4.0070,3.5150,3.5273
27/04/2021,4.0530,4.0082,3.5144,3.5200
28/04/2021,4.0631,4.0012,3.5144,3.5203
29/04/2021,4.0631,4.0104,3.5144,3.5246
30/04/2021,4.0733,4.0380,3.5252,3.5292
03/05/2021,4.0735,4.0387,3.5150,3.5311
04/05/2021,4.0735,4.0366,3.5150,3.5318
05/05/2021,4.0734,4.0342,3.5150,3.5324
06/05/2021,4.0733,4.0525,3.5144,3.5280
07/05/2021,4.0735,4.0579,3.5093,3.5274
10/05/2021,4.0736,4.0833,3.5144,3.5343
11/05/2021,4.0938,4.0816,3.5343,3.5289
12/05/2021,4.1773,4.1594,3.5356,3.5912
13/05/2021,4.1668,4.1399,3.5350,3.5898
14/05/2021,4.2221,4.1628,3.5147,3.5092
17/05/2021,4.2221,4.1190,3.5147,3.4981
18/05/2021,4.2229,4.1245,3.5147,3.5001
19/05/2021,4.2229,4.1170,3.5196,3.5083
20/05/2021,4.2586,4.1354,3.5196,3.5145
21/05/2021,4.2916,4.1719,3.5293,3.5146
24/05/2021,4.3556,4.1709,3.5302,3.5063
25/05/2021,4.3556,4.1567,3.5302,3.5063
26/05/2021,4.3914,4.1706,3.5272,3.5096
27/05/2021,4.3914,4.1576,3.5272,3.5112
28/05/2021,4.4055,4.1610,3.5462,3.5405
31/05/2021,4.4512,4.1316,3.5569,3.5973
01/06/2021,4.4671,4.1236,3.5770,3.6235
02/06/2021,4.4940,4.1271,3.5770,3.6225
04/06/2021,4.5302,4.1558,3.5569,3.6033
07/06/2021,4.5394,4.1491,3.5770,3.6171
08/06/2021,4.5406,4.1357,3.5770,3.6160
09/06/2021,4.1463,4.1363,3.6286,3.6597
10/06/2021,4.2085,4.1788,3.6286,3.6301
11/06/2021,4.3396,4.3059,3.6177,3.6180
14/06/2021,4.3484,4.2845,3.6177,3.6181
15/06/2021,4.3484,4.2720,3.6177,3.6144
16/06/2021,4.3484,4.2646,3.6177,3.6117
17/06/2021,4.3641,4.2770,3.6176,3.6044
18/06/2021,4.3926,4.2767,3.6148,3.5927
21/06/2021,4.4269,4.2689,3.6155,3.5845
22/06/2021,4.4269,4.2528,3.6105,3.5706
23/06/2021,4.4278,4.2495,3.6155,3.5745
24/06/2021,4.4420,4.2558,3.6174,3.5695
25/06/2021,4.4581,4.2563,3.6075,3.5637
28/06/2021,4.4783,4.2300,3.6125,3.5570
29/06/2021,4.4834,4.2163,3.6125,3.5563
30/06/2021,4.4732,4.2032,3.6021,3.5554
01/07/2021,4.4889,4.2011,3.6021,3.5542
02/07/2021,4.5174,4.2380,3.6021,3.5554
05/07/2021,4.5755,4.2195,3.6021,3.5660
06/07/2021,4.5925,4.2152,3.6075,3.5736
07/07/2021,4.6011,4.2080,3.6075,3.5720
08/07/2021,4.3148,4.3033,3.5554,3.4410
09/07/2021,4.3299,4.3075,3.5457,3.4405
12/07/2021,4.3404,4.2878,3.5563,3.5328
13/07/2021,4.3415,4.2779,3.5563,3.5362
14/07/2021,4.3464,4.2715,3.5563,3.5278
15/07/2021,4.3502,4.2598,3.5562,3.5278
16/07/2021,4.3625,4.2702,3.5563,3.5365
19/07/2021,4.4003,4.2630,3.5565,3.5466
20/07/2021,4.4003,4.2466,3.5565,3.5458
21/07/2021,4.4364,4.2351,3.5664,3.5712
22/07/2021,4.4375,4.2204,3.5664,3.5698
23/07/2021,4.7008,4.4352,3.6383,3.6003
26/07/2021,4.7807,4.4148,3.6229,3.6021
27/07/2021,4.7807,4.3897,3.6229,3.6051
28/07/2021,4.8060,4.4413,3.6229,3.6080
29/07/2021,4.8414,4.4279,3.6277,3.6174
30/07/2021,4.8839,4.4720,3.6697,3.6181
02/08/2021,4.9028,4.4295,3.6803,3.6197
03/08/2021,4.9028,4.4157,3.6803,3.6202
04/08/2021,4.9255,4.4086,3.6803,3.6206
05/08/2021,4.9255,4.3957,3.6803,3.6211
06/08/2021,4.9358,4.3828,3.7006,3.6292
09/08/2021,4.9616,4.3439,3.7005,3.6282
10/08/2021,4.3439,4.3422,3.6230,3.6279
11/08/2021,4.3787,4.3619,3.6278,3.7392
12/08/2021,4.3840,4.3618,3.6181,3.6995
13/08/2021,4.4468,4.4121,3.6079,3.6216
16/08/2021,4.4685,4.3909,3.6079,3.6981
17/08/2021,4.4685,4.3775,3.6079,3.7066
18/08/2021,4.4790,4.3675,3.6130,3.7146
19/08/2021,4.4990,4.3779,3.6130,3.7140
20/08/2021,4.5465,4.3896,3.6284,3.6967
23/08/2021,4.5513,4.3696,3.6540,3.6832
24/08/2021,4.5667,4.3797,3.6540,3.6954
25/08/2021,4.6072,4.4020,3.6540,3.6829
26/08/2021,4.6606,4.4170,3.6597,3.6714
27/08/2021,4.7487,4.5247,3.6597,3.6721
30/08/2021,4.8175,4.5357,3.6798,3.6700
31/08/2021,4.8124,4.5164,3.6798,3.6749
01/09/2021,4.8333,4.5095,3.6698,3.6632
02/09/2021,4.8951,4.5058,3.6798,3.6762
03/09/2021,5.0035,4.5735,3.6851,3.6474
06/09/2021,5.0298,4.5716,3.6902,3.6379
08/09/2021,5.0298,4.5293,3.6902,3.6337
09/09/2021,4.6861,4.6755,3.6697,3.6465
10/09/2021,4.7853,4.7544,3.6814,3.6612
13/09/2021,4.9253,4.8018,3.6839,3.6801
14/09/2021,4.9257,4.8014,3.6854,3.6768
15/09/2021,4.9574,4.8072,3.6906,3.6787
16/09/2021,4.9952,4.8025,3.7051,3.6823
17/09/2021,5.1243,4.9280,3.7266,3.6885
